sysname	chr	type	start	stop	orientation	genename	RNAseq_Brar_00_EXP	RNAseq_Brar_01_preMeiosis	RNAseq_Brar_02_DNArep	RNAseq_Brar_03_LepZyg	RNAseq_Brar_04_PachDip	RNAseq_Brar_05_Met1	RNAseq_Brar_06_Ana1	RNAseq_Brar_07_Met2	xRNAseq_Brar_08_Ana2	RNAseq_Brar_09_SporeEarly	RNAseq_Brar_10_SporeLate
YCL043C_mRNA	3	mRNA	48653	50221	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	50133	50627	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL041C	3	gene	50133	50627	-	Dubious_ORF	14.9	24.5	36	35.7	46.3	46	32.6	49.9	34.3	34.3	25.1
YCL041C_mRNA	3	mRNA	50133	50627	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	50584	50943	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL042W	3	gene	50584	50943	+	Dubious_ORF	2.4	16.5	52.6	6.7	6.3	11.2	6.7	5.8	5.2	13	13.6
YCL042W_mRNA	3	mRNA	50584	50943	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	50838	52340	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL040W	3	gene	50838	52340	+	GLK1	7.6	226.1	95.9	89.3	101.3	87.5	98.8	74.8	80.9	118.7	91.9
YCL040W_mRNA	3	mRNA	50838	52340	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	52645	54882	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL039W	3	gene	52645	54882	+	GID7	29.4	23.2	45.1	36.2	44.1	46.7	38.7	26.6	30.7	66.4	40.5
YCL039W_mRNA	3	mRNA	52645	54882	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	54941	56527	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL038C	3	gene	54941	56527	-	ATG22	12.3	108.9	73.1	113.8	135.9	143.5	65.4	45.6	36.6	45.1	121.6
YCL038C_mRNA	3	mRNA	54941	56527	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	57374	58678	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL037C	3	gene	57374	58678	-	SRO9	88.8	33.4	39.9	26	18.8	24.1	16.4	11.7	11.3	26.3	59.1
YCL037C_mRNA	3	mRNA	57374	58678	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	59026	60726	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL036W	3	gene	59026	60726	+	GFD2	160.5	34.7	39	30.3	11.5	4	3	6.6	1.9	12.2	27.3
YCL036W_mRNA	3	mRNA	59026	60726	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	60841	61173	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL035C	3	gene	60841	61173	-	GRX1	136.7	675.6	594.5	655.8	531.3	298.1	156.7	126.4	82.8	203.1	341.4
YCL035C_mRNA	3	mRNA	60841	61173	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	61658	62722	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL034W	3	gene	61658	62722	+	LSB5	70.4	237.3	249.8	265	274.4	171.5	138.3	121	126.2	139	71.8
YCL034W_mRNA	3	mRNA	61658	62722	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	62776	63282	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL033C	3	gene	62776	63282	-	MXR2	59.8	233.6	413.4	278.3	199.9	147.6	90	83	79.7	194.3	122
YCL033C_mRNA	3	mRNA	62776	63282	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	63441	64481	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL032W	3	gene	63441	64481	+	STE50	41.1	89.6	102.8	104.8	78.2	76.2	36.7	31.7	19.9	52.8	56.3
YCL032W_mRNA	3	mRNA	63441	64481	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	64675	65568	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL031C	3	gene	64675	65568	-	RRP7	295.3	261.8	251.2	205.1	116.7	79.8	48.1	62.5	80	138	323.4
YCL031C_mRNA	3	mRNA	64675	65568	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
H4L2insert	3	gene	65685	68762	-	Dubious_ORF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MysteryDNA	3	gene	65685	65765	+	Dubious_ORF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NFS1-3	3	gene	65767	66258	+	NFS1-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LEU2insert	3	gene	66617	67711	-	LEU2insert	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	69011	71410	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL030C	3	gene	69011	71410	-	HIS4	199.3	183.5	134.9	121.9	48.6	63.7	83.8	33.4	35.6	90.1	37.9
YCL030C_mRNA	3	mRNA	69011	71410	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	71676	72998	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL029C	3	gene	71676	72998	-	BIK1	37.8	29.3	30.4	28.7	20.7	22	14.6	16.8	11.5	23	15.1
YCL029C_mRNA	3	mRNA	71676	72998	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	73227	74444	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL028W	3	gene	73227	74444	+	RNQ1	50.4	66.7	57.3	31.7	35.1	42.1	30.5	23.4	26.5	32.1	34.4
YCL028W_mRNA	3	mRNA	73227	74444	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	74880	76418	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL027W	3	gene	74880	76418	+	FUS1	0.4	5.4	7.6	8.6	12.2	12.2	6.1	6.4	5.9	9.1	6.2
YCL027W_mRNA	3	mRNA	74880	76418	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	76482	77063	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL026C-B	3	gene	76482	77063	-	HBN1	0.6	11.2	8.2	1.6	8.7	9	3	10.9	15.8	17.2	7.6
YCL026C-B_mRNA	3	mRNA	76482	77063	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS306	3	ARS	77535	77754	.	ARS306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS306_ARS_consensus_sequence	3	ARS_consensus_sequence	77598	77608	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	77781	78362	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL026C-A	3	gene	77781	78362	-	FRM2	74.8	34.5	50.1	50.2	42.5	37.2	22.2	14.2	13.5	15.6	22.7
YCL026C-A_mRNA	3	mRNA	77781	78362	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	79095	80996	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL025C	3	gene	79095	80996	-	AGP1	38.5	750	218.7	409.7	385.6	431.1	315.2	137.3	65.7	116.4	739.1
YCL025C_mRNA	3	mRNA	79095	80996	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	82026	82373	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL023C	3	gene	82026	82373	-	Dubious_ORF	0.4	0.9	5	1.8	2.5	2.3	1.2	0.8	0.4	0.7	1.5
YCL023C_mRNA	3	mRNA	82026	82373	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	82239	85352	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL024W	3	gene	82239	85352	+	KCC4	11	9.1	23.3	14.8	11.7	13.1	10.7	7.9	7.1	8.9	12.8
YCL024W_mRNA	3	mRNA	82239	85352	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	84647	85162	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL022C	3	gene	84647	85162	-	Dubious_ORF	0	0	0	0	0	0.5	0	0	0.3	0	0
YCL022C_mRNA	3	mRNA	84647	85162	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	noncoding_exon	85539	85610	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tE%28UUC%29C	3	tRNA_gene	85539	85610	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCLWdelta15	3	long_terminal_repeat	85777	86113	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCLCdelta1	3	long_terminal_repeat	86132	86271	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	86697	87074	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL021W-A	3	gene	86697	87074	+	Dubious_ORF	4.6	2.9	35	78	207.7	460	855.9	425.7	1244.5	186.5	283.2
YCL021W-A_mRNA	3	mRNA	86697	87074	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCLWdelta2a	3	long_terminal_repeat	87146	87371	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCLWdelta3	3	long_terminal_repeat	87372	87703	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCLWdelta2b	3	long_terminal_repeat	87707	87795	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCLWdelta4	3	long_terminal_repeat	87888	88219	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCLWTy2-1	3	LTR_retrotransposon	87888	93846	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	88179	89495	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	88179	89468	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL019W	3	transposable_element_gene	88179	93492	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL020W	3	transposable_element_gene	88179	89495	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	plus_1_translational_frameshift	89469	89469	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	89470	93492	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCLWdelta5	3	long_terminal_repeat	93515	93846	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	noncoding_exon	93936	93973	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tL%28CAA%29C	3	tRNA_gene	93936	94049	+	SUP53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	intron	93974	94005	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	noncoding_exon	94006	94049	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	94401	95042	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL018W-5	3	gene	94401	95042	+	LEU2-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL018W-5_mRNA	3	mRNA	94401	95042	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hisGinsert	3	gene	95043	96216	-	hisGinsert	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	96217	96668	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL018W-3	3	gene	96217	96668	+	LEU2-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL018W-3_mRNA	3	mRNA	96217	96668	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	97027	98520	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL017C	3	gene	97027	98520	-	NFS1	64.3	220.4	141.4	118.5	137.8	166.2	95.6	99.4	120.2	204.3	143.1
YCL017C_mRNA	3	mRNA	97027	98520	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	98871	100013	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL016C	3	gene	98871	100013	-	DCC1	48.7	45.4	66.9	77.5	58.5	42.1	24.8	19.7	13.2	17.5	32.6
YCL016C_mRNA	3	mRNA	98871	100013	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	100531	105441	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL014W	3	gene	100531	105441	+	BUD3	6.2	5.9	6.1	6.8	8.2	9.3	6.1	4.1	5.7	6.5	9.9
YCL014W_mRNA	3	mRNA	100531	105441	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	105567	105883	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL012C	3	gene	105567	106038	-	Dubious_ORF	46.4	260.7	168.4	137.8	80.5	69.4	35.7	51.1	41.2	66.4	232.9
YCL012C_mRNA	3	mRNA	105567	106038	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	intron	105884	105950	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	105951	106038	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	106325	107608	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL011C	3	gene	106325	107608	-	GBP2	262.4	254.9	193.9	196.8	139.1	138.4	190.1	250.8	162.5	175.4	196.6
YCL011C_mRNA	3	mRNA	106325	107608	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	107821	108600	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL010C	3	gene	107821	108600	-	SGF29	46.9	78.9	62.3	62.3	59.8	70.8	108	152.8	109.9	77.2	39.2
YCL010C_mRNA	3	mRNA	107821	108600	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	108869	109798	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL009C	3	gene	108869	109798	-	ILV6	109.9	97.5	95.3	108.7	91.4	148	146.9	104.5	122	211.7	59.1
YCL009C_mRNA	3	mRNA	108869	109798	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	109946	111103	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL008C	3	gene	109946	111103	-	STP22	16.1	9.5	19	14.1	20.1	20.2	17.8	22.3	24.9	18.1	15.9
YCL008C_mRNA	3	mRNA	109946	111103	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	111224	111616	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL007C	3	gene	111224	111616	-	Dubious_ORF	0.8	0	0.8	0	0	0	0	0.2	0.8	0	0.3
YCL007C_mRNA	3	mRNA	111224	111616	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	111273	111283	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL005W-A	3	gene	111273	111667	+	VMA9	393.9	274.5	207.2	324.6	396.9	294.9	329.7	463.2	849.5	636.3	340
YCL005W-A_mRNA	3	mRNA	111273	111667	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	intron	111284	111360	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	111361	111441	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	intron	111442	111537	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	111538	111667	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	noncoding_exon	111754	111962	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snR43	3	snoRNA_gene	111754	111962	-	SNR43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	112271	113041	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL005W	3	gene	112271	113041	+	LDB16	53.5	46.4	67.2	103	119.3	98.3	47.9	56.5	42	41.7	67.7
YCL005W_mRNA	3	mRNA	112271	113041	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS307	3	ARS	112977	113310	.	ARS307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS307_ARS_consensus_sequence	3	ARS_consensus_sequence	113210	113220	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	113355	114920	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL004W	3	gene	113355	114920	+	PGS1	11.6	17	19.6	14.6	18	16.6	7.4	8	9	10.2	19.1
YCL004W_mRNA	3	mRNA	113355	114920	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	115058	115807	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL002C	3	gene	115058	115925	-	Dubious_ORF	145.4	157.3	234	160.2	109.3	68.7	31.6	41.4	22.2	25	113
YCL002C_mRNA	3	mRNA	115058	115925	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	intron	115808	115883	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	115884	115925	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	116166	116732	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL001W	3	gene	116166	116732	+	RER1	314	293.5	456.8	418.5	354.3	181.1	63	99.6	50.6	84.1	199.8
YCL001W_mRNA	3	mRNA	116166	116732	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	117330	117791	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL001W-A	3	gene	117330	117791	+	Dubious_ORF	0.9	8.1	22.7	25.9	13.6	10.7	3.7	3.6	3.5	2.1	4.2
YCL001W-A_mRNA	3	mRNA	117330	117791	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	118020	118274	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCL001W-B	3	gene	118020	118274	+	Dubious_ORF	1.9	9.1	11.9	19.6	17	15.4	5.1	8.9	2.9	4.7	3.6
YCL001W-B_mRNA	3	mRNA	118020	118274	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS308	3	ARS	118571	119189	.	ARS308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	centromere_DNA_Element_I	118635	118644	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CEN3	3	centromere	118635	118751	+	CEN3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	centromere_DNA_Element_II	118645	118726	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	centromere_DNA_Element_III	118727	118751	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	119935	120249	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCR001W	3	gene	119935	120249	+	Dubious_ORF	0.5	1	3.5	1.5	4.8	0.8	0	1.4	0.9	0	1.6
YCR001W_mRNA	3	mRNA	119935	120249	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	121630	122598	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCR002C	3	gene	121630	122598	-	CDC10	101.3	120.9	162	266	617.8	1380.1	2834.5	2628.7	2383	1083.4	1112.8
YCR002C_mRNA	3	mRNA	121630	122598	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	122870	123421	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCR003W	3	gene	122870	123421	+	MRPL32	167.7	92.6	103.4	112.4	131.3	182.2	239.3	146.2	96.7	40.2	68.9
YCR003W_mRNA	3	mRNA	122870	123421	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	123825	124568	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCR004C	3	gene	123825	124568	-	YCP4	111.3	396.3	223.9	261.2	198.6	94.1	71.1	116.1	139.9	385.1	159.4
YCR004C_mRNA	3	mRNA	123825	124568	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	125196	126578	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCR005C	3	gene	125196	126578	-	CIT2	1540.6	6263	9563	9463.5	7638.9	6881.9	3346.8	1980.9	956.1	822.4	5325.1
YCR005C_mRNA	3	mRNA	125196	126578	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	126780	127253	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCR006C	3	gene	126780	127253	-	Dubious_ORF	14.3	125.8	97.4	70.6	63.9	53.9	55.4	39.5	32.2	31.7	55.4
YCR006C_mRNA	3	mRNA	126780	127253	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	noncoding_exon	127827	127898	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tP%28AGG%29C	3	tRNA_gene	127827	127898	-	SUF2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCRCdelta6	3	long_terminal_repeat	128384	128715	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	130261	130980	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCR007C	3	gene	130261	130980	-	Dubious_ORF	21.3	449	79.8	88.7	56.5	29.3	29.9	31.3	21.1	35.4	78.2
YCR007C_mRNA	3	mRNA	130261	130980	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	noncoding_exon	131966	132039	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tN%28GUU%29C	3	tRNA_gene	131966	132039	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	132720	134531	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCR008W	3	gene	132720	134531	+	SAT4	53.6	128.5	70.6	85.8	89.1	54.2	25.8	43.8	35.9	76.1	138.8
YCR008W_mRNA	3	mRNA	132720	134531	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	134995	135792	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCR009C	3	gene	134995	135792	-	RVS161	147.6	372.6	217.3	263.7	193.8	131.5	111.5	164.1	185.4	236.1	187.3
YCR009C_mRNA	3	mRNA	134995	135792	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS309	3	ARS	136293	136370	.	ARS309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARS309_ARS_consensus_sequence	3	ARS_consensus_sequence	136296	136306	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	136523	137374	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCR010C	3	gene	136523	137374	-	ADY2	7.4	16010.4	12600.7	17591.3	25569.3	14514.4	9887.3	17155.7	17403.9	18339.6	6886.9
YCR010C_mRNA	3	mRNA	136523	137374	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	137974	141123	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCR011C	3	gene	137974	141123	-	ADP1	39.5	83.8	159.3	143.7	128.5	77.3	41.1	37.5	30.7	40	71.3
YCR011C_mRNA	3	mRNA	137974	141123	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	141996	143246	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCR012W	3	gene	141996	143246	+	PGK1	2540.6	435.7	258.3	172.7	113.8	52.4	64.5	28.4	34.2	21.1	238.7
YCR012W_mRNA	3	mRNA	141996	143246	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	142652	143299	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCR013C	3	gene	142652	143299	-	Dubious_ORF	17.9	0.9	2.9	1	0.7	0.8	1.3	0	0	0	0.2
YCR013C_mRNA	3	mRNA	142652	143299	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	143435	145183	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCR014C	3	gene	143435	145183	-	POL4	21.8	60.1	54.1	85.4	79.4	56	51.1	75.8	45.7	33.9	104.8
YCR014C_mRNA	3	mRNA	143435	145183	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	145467	146420	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCR015C	3	gene	145467	146420	-	CTO1	65	65.4	116.3	91.3	42.2	19.4	8.1	10.7	2.8	10.5	30.9
YCR015C_mRNA	3	mRNA	145467	146420	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	noncoding_exon	146614	146796	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snR33	3	snoRNA_gene	146614	146796	-	SNR33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	noncoding_exon	146951	147021	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tG%28GCC%29C	3	tRNA_gene	146951	147021	-	SUF16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCRCdelta7	3	long_terminal_repeat	147008	147330	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	147884	148756	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCR016W	3	gene	147884	148756	+	Dubious_ORF	197.3	148.6	65.6	115.6	72.9	44.7	17.7	20.1	12.4	40.4	126.2
YCR016W_mRNA	3	mRNA	147884	148756	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	149023	151884	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCR017C	3	gene	149023	151884	-	CWH43	32.1	31.3	39.1	33.7	37.5	46.9	26.4	36.6	38.5	47.4	33.2
YCR017C_mRNA	3	mRNA	149023	151884	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	CDS	152488	153153	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCR018C	3	gene	152488	153153	-	SRD1	5	0.6	0.7	21.5	267.8	136.1	701.1	1637.6	1434.1	1007.4	520
YCR018C_mRNA	3	mRNA	152488	153153	-		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCRWdelta8	3	long_terminal_repeat	153732	154059	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	3	noncoding_exon	154170	154241	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tM%28CAU%29C	3	tRNA_gene	154170	154241	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YCRWdelta9	3	long_terminal_repeat	154470	154801	+		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
